Function,Mean Fitness,Std Deviation
F24,86001.67559111466,12010.38824671004
F25,7.175534196620869,0.3637923450334786
F26,7.167179940815348,0.34391629177439925
F27,0.0,0.0
F28,97.10242221770596,2.8784175955973383
F29,20.341970815171468,3.1763830213903756
F30,32.093282617894594,0.11600954537410149
